countries,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
        Botswana,51656.366022638846,54302.911012568235,56983.99563782199,58246.85311507231,57366.59121337572,60973.700899909185,65135.396106175154,66881.77011753125,69572.87482792538,65059.90380325159,67026.5183589372,70305.0160725733,69483.01899559118,68975.05101394108,69276.71196464729,84413.19739606902,92853.92219452001,85426.82564807922,84695.90454702222,85201.80151041962,81065.24438482083,87456.20451993136
        Brazil,8942728.150092306,8771761.511643603,8913427.351508169,9044757.604810752,9426341.81033839,9696377.630177105,10117579.097844329,10684472.884730663,11103978.568692325,10982060.39738025,12085855.706523305,12592214.059930256,12918842.57736379,13308085.700484268,13551389.636616718,13283398.19922721,13087603.035650462,13235252.53322593,13162992.768778814,13290011.865547357,12420376.352882199,12899918.81031791
        British Virgin Islands,1574.9186192926163,1611.877795048659,1704.9997571955603,1821.4404055386883,1914.5623676855869,1969.5786771427977,2145.620327397907,2224.274155654729,2389.94912990302,2504.9706310592373,2581.385088498095,2644.215990919768,2634.7594198071506,2634.795318082537,2676.806137624217,2687.63817661145,2723.412899681225,2559.1404881948083,3177.7678124596887,2539.237304770791,2140.54583244881,2277.920832360867
        Brunei,70789.79808358004,80486.24482954292,93983.66673171223,97230.72651516354,107971.89446704922,121632.17385664498,187451.04307657402,196783.52334717306,202108.29682241232,134080.8415995062,152722.38293420934,156876.77503241744,152499.21807693382,141830.8151593041,159510.15345498582,176255.49659113155,184111.5623937186,184858.34273090016,192267.85958779676,189737.761015914,199263.08037460223,165577.51544735866
        Bulgaria,797710.7331457577,798853.3596675624,811194.4982678917,823474.1267395562,814907.5987769833,852871.0533301218,873774.4121958832,833844.7758149568,819198.1149785393,742973.7810678974,759136.8576231443,814847.3177726573,791302.1092155741,744943.1188735161,789757.6810273012,829066.1628547627,793421.5798029734,800304.8517998969,790084.9568040265,756992.078807157,709830.9248405257,785101.0659154401
        Burkina Faso,15332.811289793917,17040.575174102047,17852.314808796196,19754.031377710005,17793.272390379563,18895.559541148286,18631.425807293337,26393.255250095644,28823.485251542108,27079.29032896725,29556.304980067787,33670.9430303077,39699.57292876438,47597.89555578701,44325.80284803461,56335.76483863156,54130.96102657424,62738.4531525902,69771.55326983266,71425.10146854204,68104.77886307052,71982.25641888216
        Burma,172976.63309281398,159663.490591551,185296.6466073572,208876.69330848622,219048.91304457997,282245.4433118918,266424.9839321849,287556.4187670863,263987.6744607221,243140.28002780557,246598.1769818864,269821.8371159292,321726.4043459511,372505.00984086265,435473.2729146882,406367.45803835074,467329.3651997828,603096.0521398743,620136.2047711421,610492.3446445009,612185.8561211202,593578.6896001897
        Burundi,5948.446318564332,5065.1970692542345,4791.854968781982,3883.406342062341,4477.0553198018415,3883.2389037700796,4499.655446812547,7041.480276061887,4631.907850375971,4677.844637090277,6560.530919872467,7714.331851362808,7263.8930935580665,7924.492765668889,7410.03794136817,7482.358767328078,8181.281023323006,9915.523096830644,12030.989847736117,13224.127768294218,12716.83963106888,13279.173140009343
        Cabo Verde,4918.6498746286625,5475.3240341179735,5950.352338155338,5914.31896286801,6467.3814828051045,10087.01153218205,10718.117467261842,11945.2692754245,12105.928501383261,11466.742608961598,12276.733285692802,14609.576178179346,13107.851932670079,12900.174342449267,13913.169829682716,13746.494715871968,14357.395860819206,15232.089508801902,15413.938064665723,15338.880347713139,14577.134153995878,15344.064622002794
        Cambodia,32260.844624769496,34175.26419423313,34104.24752037952,37004.30319805395,38122.78274365325,43387.30203781687,46967.16629064496,55108.20730927041,57838.22621952145,71341.5453567648,82285.10875366567,85200.49267945698,94950.96688023077,100768.34310305376,111256.33944200774,127615.43548188705,159112.62627287046,168139.0302369848,212009.80257365614,237444.43510463324,231312.11180024577,240977.10451611748
        Cameroon,85600.65876103172,85326.24833040347,84072.20040786853,90059.85101935772,93881.20186964275,90605.37503727488,102668.37405583284,108244.04798649471,109878.17570497912,117938.55370009324,134974.75769067352,142167.9194804335,141848.17616359575,124628.2223072989,155864.12032827918,156444.93853601537,152433.2622608041,154857.5087273275,157690.5703359344,159667.40582138186,167668.3198737004,156039.3734296992
        Canada,13255952.059190737,13385234.121678023,13683819.50146793,13958922.570238924,14283332.410964575,14492719.50040726,14611218.93603172,14531413.473657122,14215848.52934651,13954574.622167742,14459436.364883246,14817249.242612543,15045343.934660334,15494616.372289691,15619279.274019789,15526630.29203471,15356090.597783003,15788267.54454233,15995656.997729512,15561838.228526685,14611509.141502576,14951349.411369994
        Cayman Islands,7498.044799666341,7592.758419072514,7870.696192461654,7972.4332131731235,7535.470110140029,7757.36902449017,7868.018629516642,9403.510771206285,9656.531786400366,8960.6504229344,9002.213008327446,9477.383745748939,8756.080959164114,8643.406881373781,8789.137247221492,9296.879757866294,9171.867666967544,10639.01820693085,9931.985831487254,12033.98530744997,10175.328769530133,10836.986661582177
        Central African Republic,5206.431698942865,5347.486019586291,5286.368638650135,4969.829916601282,5323.351332092526,5335.113252995912,5535.269871750897,5502.240768003911,4448.286393694045,4282.185469131764,4362.126945579196,4761.058334236755,4854.683906771898,3575.2053084669187,4115.676976493617,5152.911458684672,5425.492207083261,5426.46444105145,5547.478397796697,5610.69861055271,5399.973371704976,5621.288280987017
        Chad,3715.6056210884194,3566.266474362298,3520.4195498146214,3479.8751882743945,3666.282656775911,3945.975631632036,4005.5766335440153,4420.454442324267,4635.471132392745,5053.805947730258,5605.67781076127,8023.318198226001,13893.370134210872,14410.242711679466,14977.245552715245,15187.294204658932,15055.555383610073,24235.782856936064,25678.706677037466,26600.478467476525,22321.20242382801,22336.76425490008
        Chile,1037072.2106620785,1075483.714804092,1125579.5710479072,1157287.3350159246,1248232.0725543099,1311291.9977387171,1336852.1628360427,1327942.6398501405,1348434.1281134973,1321383.0434622923,1327426.3257717642,1407644.7452171613,1391021.4763867704,1446441.684088568,1422301.8303957132,1473528.6122774663,1547491.6619790467,1588051.6568677835,1648084.9326992459,1656942.234362594,1567159.411060377,1696968.2635239488
        China,44804884.7386186,47014629.61792061,50338285.17866572,58288857.120305024,70283586.62389675,78798468.42179501,87054508.7176659,93795258.23831953,98098614.36135684,106111360.9856868,118167495.9987969,129075670.46506472,138139776.4336937,142974112.4922481,145115488.862731,144557115.65861982,145439518.00658634,149946311.94287863,155313209.00084546,160170123.45103863,162984334.52195996,173132041.7387074
        Colombia,1245995.5797205614,1245686.568511001,1252840.8588084257,1260171.5093965167,1311449.4685538623,1300040.9367528656,1363048.6681236802,1366206.0179605596,1360770.3868864945,1343195.4904431046,1352349.3200136304,1538702.7248686613,1604646.11051628,1668662.1077403452,1764111.6919076908,1733903.8410644557,1763752.7124202144,1772559.4101391728,1765685.875178535,1776731.918856834,1537363.9084801401,1708534.3540786577
        Comoros,1578.148735597368,1647.1976571639727,1657.5931224798378,2118.4723581868284,2325.721568809933,2233.938039967109,2599.8961900850754,1718.0224909439426,1751.3851928009703,2136.003482750717,2536.9459576812997,2279.0753691871764,2369.254299021487,2827.0987803155763,2525.2616562874405,2724.426415874816,3194.3470265647406,4092.419219772876,4452.849721267797,4800.241315008112,4579.861399495911,4832.528235177167
        Congo-Brazzaville,13849.20296310834,17000.442184941196,15732.849114770828,17989.758649891748,19083.028794323687,25796.15776995422,30761.849596805976,37852.893568957734,43085.70614994642,52290.89150445645,71254.94947372189,85598.10251155481,87799.62964274958,110993.69349868437,105594.44693534067,106492.98841763263,101765.10150409104,76214.85501784414,70619.45999685436,57633.44780319272,48847.1832733236,49329.21072877485
        Congo-Kinshasa,76787.66133274857,75514.29263404371,77615.521013513,80771.49561747165,91549.43853380045,99332.49437957226,104806.6551643811,107987.8947340425,102195.69573667078,99989.35619505365,110587.53792911,119673.77612734705,117765.25195120525,142319.72335317094,170492.0136071707,131486.0088682782,121246.37634789984,131912.6451655034,139379.07224315993,143421.6210674274,148353.50859376995,141846.00516616044
        Cook Islands,985.8533254718117,940.377569573088,509.52654436159213,469.95726227518935,797.125067492184,1276.0606862642323,1359.621295481566,1147.183434121307,1178.6185246693149,1085.8653604608662,1289.825110561281,1447.3217317983547,1534.4584980885961,1533.179673437034,1623.0598256037702,1520.4332535411706,1584.8213709238003,1706.0659321306255,1798.9187834156485,1803.909491985969,1696.3576184503777,1774.2469526633126
        Costa Rica,153268.45973100088,156030.06522892162,162431.70812451123,165738.3506154436,170887.9400202526,177616.85534042688,185354.10533832642,195864.03674847103,198397.00840412563,192986.51938133594,196131.31448166305,197170.59076976066,199050.91682382883,200413.499305398,204511.27945301658,213419.06194626095,219009.20470270704,227415.98765807223,232327.3382936466,238183.7555025505,211844.4098394162,221864.2867743998
        Croatia,388286.4401001672,402847.904050452,393608.64061845344,430729.6054812414,427669.075057693,428632.7852502805,429317.73092847824,425980.47953869234,430269.00788352423,418553.16626099555,424026.6343208555,379353.37806670053,378866.62441838015,382001.16878177226,367472.9430435804,354821.1407109149,364542.7635059921,369248.82647397596,390785.2074618653,384624.61795302114,360594.8472276361,386154.90378052613
        Cuba,395170.7014636331,363925.15521926415,368279.46773841535,373818.32974765694,378489.41144490556,372436.69471503136,363009.8077849305,366629.95127607434,419394.6655060162,422542.8215034932,480141.1303790983,431285.0023858797,469404.1953621412,451350.09945202287,459246.4599602483,460490.63014510414,359327.1853250566,381921.29193893436,400441.6743260897,391358.2599753205,366434.63640229683,374008.0673781621
        Cyprus,116132.24853057515,116556.35363224776,115545.6688170257,124456.5024411644,111983.34772229611,123869.05390084423,128486.64826568919,132130.6135517481,137069.17327709406,132327.43329002065,127268.44514524449,126763.84951465578,119729.8460275385,107166.86315287302,108125.86708776346,110974.22879819387,121525.55949222714,123539.5939401873,124212.32540080784,125468.21719402832,107923.61796198778,123684.6600422253
        Czechia,1761143.0983967846,1798632.0105173327,1799275.92588667,1912413.4324722541,1955279.1980009682,1935244.671302618,1945891.7554350414,1934118.3831072743,1916893.0622258638,1830867.8931169417,1886465.449708109,1867211.7083688586,1860206.087593961,1814197.0183527113,1809760.7627036679,1797583.9993856167,1761022.6169019812,1875280.756686712,1858532.4036243027,1824853.4180179262,1689512.9355754883,1776801.5303518102
        Côte d’Ivoire,132331.6360924671,131103.98493607584,127432.8273218859,114887.24415593363,122900.09478619165,136514.4766366825,116525.53971884843,124738.2687759147,137220.98196675774,133958.64094120226,137003.9058899382,127492.17256624631,155543.1176374632,172250.80052107194,181981.86793215122,180900.00572971388,205425.18279426813,204733.65716558637,205215.1744197051,222160.89889045595,220297.80963266044,234503.41087228083
        Denmark,913287.6186517929,925586.7635952539,892026.1896722142,932026.0504632276,904204.6444449864,883231.9132063647,940772.6004990109,916668.0066492149,882430.3507096664,829298.6106142942,870422.2803975426,828657.988099853,787256.1991344901,801944.9946933655,774528.595544071,764112.0351788581,776722.7182053805,778490.9846898523,769899.53577022,762013.124290624,672416.4228462493,674016.0773103798
        Djibouti,12721.495710073414,12674.22067247418,12711.303775582066,13185.689593651467,12824.791079930876,12127.611227575417,11333.161344932385,11796.575913614995,13191.553652108381,11454.991766144689,13045.151541378282,9854.189627754882,13002.800013193531,13422.104932853086,14897.98413256368,13138.888539894026,12560.578770791304,11369.942905675283,11925.821209412354,11014.537800867065,10603.402758521403,11084.650487923058
        Dominica,1905.4124802082079,2039.933261978698,1922.4090343479718,2144.6700913442432,2540.79605483801,2434.7616249399975,2427.873272893937,2933.264392904147,2640.8899547758365,2681.6919841665026,2804.6308837735087,2841.2813804310445,2733.954491121815,2731.043209838113,2818.053232481236,2927.0434385938365,3060.5902360584755,2858.3494074995233,2947.541787571279,2842.0884496257304,2606.97704370556,2750.5004755145274
        Dominican Republic,310359.9910194739,301705.4072419176,318675.111565615,292363.53515928786,272093.69846031157,299085.9945562965,298520.97485166986,306872.25835751183,305118.1436031978,301448.31830864184,316078.54472468514,311032.6208975527,345232.1532512764,329167.77866016596,316037.9241105488,350434.1494615948,372744.4862281825,367637.91986691277,406461.67219794804,434774.8111505124,376056.69978344435,399746.4420237245
        Ecuador,389434.5359574407,414087.0377512859,421912.16519699816,436944.2980417745,474988.9903418479,504074.75098164746,526602.5118003945,563977.6126526005,588921.499697445,606870.9169386758,630233.6547765532,651181.8123322598,676847.2761097277,690650.6777924325,750022.8715393004,728793.3987394068,720704.4720936825,733017.5427689693,768947.960516542,781795.1298455629,671342.6472548677,683485.2386024831
        Egypt,2115969.7147360127,2366538.6370727476,2357940.005126298,2568785.606788731,2774686.5101429126,2903169.5075666416,3078043.384498271,3268716.421051655,3389574.7619560477,3550078.5875980733,3698279.534116508,3820699.113353765,3984514.9964396204,3945872.3710482675,3933545.855219867,3934985.3762965905,3973754.0901154755,4228972.136605591,4317934.86899771,4276818.343634607,3819156.196331083,4017438.1557611334
        El Salvador,105849.58730578258,109912.3220807215,112580.68998703711,120117.34027406196,119794.02178583443,123936.28352523406,130993.03095655757,136581.72844250684,134043.7026129407,129226.69509247722,133886.71489008708,134078.64378702597,135224.49246539932,131451.8129474774,134461.54659616484,139081.37536155854,140222.38474588105,139265.33453362,150157.86798579234,164400.34708116527,152134.30967621444,160854.36191400298
        Equatorial Guinea,11716.39403003087,6666.385755842126,101729.06279444133,110222.70178604216,22382.30629658519,81422.05141271248,99474.31374612961,110030.66924980792,109004.8156328634,115495.61682723481,110931.84639378866,119262.066043535,115979.25949795711,119661.32893074145,112641.45430788114,100596.90651977384,99356.08085436358,111582.92742181057,101185.49062621617,98650.29780302082,65089.18853092774,72958.98332029048
        Eritrea,9357.262735524551,10250.680286074896,9346.52917756072,11202.525215507889,12199.903971113712,12207.645359027832,8396.304729512882,8622.066962979681,6160.843547613594,7443.965844030839,7421.106180984417,7567.5378680952335,8041.533465143641,8209.944611918052,8572.94116750492,8511.11551702434,8662.666904862235,9517.63253331189,10867.194334503576,11795.64734629843,11285.314113068642,11918.767120526754
        Estonia,87775.2289108375,99636.92542985924,82247.00731215258,80004.92747132757,88117.25035890446,90924.72205757866,99964.48376785757,97497.86005869301,101774.1081283376,89622.7917855817,85624.48899169396,82655.37411971767,102816.41917598198,95601.07346667028,91231.95004053849,95531.50872828791,93025.10182352117,96205.90516450664,100378.39933629667,107007.1099046135,115722.1962413666,123497.62086697982
        Eswatini,22570.149998022083,22763.667656162805,23453.550282843164,21570.685152947943,20958.96433350892,21687.412105375257,22066.14926984505,22993.882389094506,22224.106141057317,21690.6706508022,20380.581289721456,20836.20031664107,20657.76496218092,20344.354397743376,20655.359184500925,20478.310956611986,21667.118809618973,23020.866067132953,24328.268588161518,24338.51294325285,23865.454446005104,25672.026382139382
        Ethiopia,69496.53065796662,75670.1552353657,77743.30005980805,84085.24965380078,89906.92218024663,103242.5348289088,113295.88078990909,125410.82073920919,131289.44037168685,135746.9391591567,150432.04925145008,169980.89973792766,189428.91178713233,221107.692909317,250510.53039831165,263919.3398990103,305988.77089603833,309653.63774801785,329487.68655968807,378785.42283619975,362865.2295181182,377412.54189965274
        Falkland Islands,416.59818285353606,462.47296087572056,508.6813475585039,555.0522655953844,601.2656637934687,601.2611798060942,693.8524066568928,693.8413285704402,711.5059176996857,711.3075671993938,682.4589323583582,674.1995964250582,696.8065630442283,696.9911978184372,696.7622506984186,716.004791911401,749.5049253437912,720.551375475819,746.2937467577431,744.8870513824587,636.2758642486764,673.211171409459
        Faroe Islands,11561.083899220677,12729.607975514935,12461.385158579566,12416.314479548284,12753.98297801791,12497.32854126371,12378.539447305619,12899.9523006065,11935.276640403463,11076.67231329339,11499.320525205383,10992.92001750902,11225.679925556518,12223.799545739443,11475.094897309573,12277.272337435023,12228.544675547311,13760.889760989416,14132.984863113395,13948.679040139768,12925.458407814971,13516.759413572367
        Fiji,27899.476151805564,29000.425011708674,24561.870882096428,26935.903027426237,35675.18747560131,30537.092912896478,33460.47747353774,32264.7500014338,25473.0128017168,22077.31929215681,29873.504030866436,23168.851719217855,23356.711249903783,24673.03392217852,25994.236164062055,27180.822393952625,26761.541893629343,29072.629094609474,30823.07026414328,31139.38854937048,29923.349743220984,30699.299073764272
        Finland,1303960.9317108323,1320724.5761288146,1330776.2478655502,1393298.5454929664,1420444.382713984,1335060.7235273668,1406671.9187891956,1415187.0833301342,1383209.0798029166,1280048.8568422422,1366763.6293529116,1306835.7021814412,1296065.8144683258,1303167.9875577902,1267292.2461650656,1259342.6733644856,1290087.7125895135,1275661.991601813,1290491.5498811174,1266494.6312128159,1199915.314224188,1218407.6459991874
        Former Czechoslovakia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Serbia and Montenegro,851278.7273212436,884362.3315718618,974461.9924900787,983840.2339335823,1011440.2521107718,953922.0811701491,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former U.S.S.R.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Former Yugoslavia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        France,11492734.21480878,11735104.159788432,11676214.852975272,11758724.294010539,11952572.973054172,12070253.137595156,12096497.909395939,11876787.17581259,11969901.858274456,11323765.048295578,11582570.417058308,11380634.362451961,11290068.966471234,11431471.799904644,10936909.226004595,10977637.221229125,10833302.18793063,10833032.381660182,10891964.821607301,10702543.462968,9586342.624733385,10268719.027113436
        French Guiana,8102.07904818335,14844.701365331854,13801.377508011037,16083.760285909048,16066.165307254842,16081.914780101517,15077.512072451236,16393.351572784086,16723.26980099316,19612.05408893143,18745.51730414693,19257.809749169966,0,0,0,0,0,0,0,0,0,0
        French Polynesia,12830.731815217972,14078.699179670446,14960.424090798893,16187.252126526544,16090.598289474303,16757.97356607722,16573.72414850259,17562.856579109113,17877.79374761513,17770.632855979817,18473.7995652282,17380.167594519186,16754.455271487954,16529.97542187344,16433.461854435718,17099.91693613036,16993.093902625194,16551.01385217055,16859.02701492782,16986.257322169822,16194.226771925321,16683.25893133246
        Gabon,41318.68803643272,44586.0239323958,44597.297325504,43381.02054161249,44208.13747731929,47330.412432048644,48545.52539488192,48241.74103582667,49235.190970302145,48708.332097606384,56762.43702352133,58082.024516081656,72774.05058456703,73549.64604285227,76793.49267877676,73819.15908806457,73156.1155573756,77451.79588480425,69406.06831472287,59971.215384683055,69055.90630374664,67507.40546475977
